"","datasongsmetadata.artist_name","datasongsmetadata$song_id","datasongsmetadata$title"
"4552","Eminem","SOXVSTI12A6310ECC7","Ricky Ticky Toc"
"4553","Barry Manilow","SOIEXWD12A8C14314E","Come Monday"
"4554","Malkit Singh","SOMNMLC12A8C144272","Mana Laina Chahida"
"4555","Marga Gomez","SOPJEXC12A6D4FB529","Hot Dental Supplies"
"4556","Rikk Agnew","SOOPTTP12A8C134AA6","Everyday"
"4557","Dexys Midnight Runners","SOQTVUL12A6D4F8F04","Until I Believe In My Soul"
"4558","Rhian Benson","SONLKRD12A6D4F7DB0","Say How I Feel"
"4559","Fun Lovin' Criminals","SODCXGX12A8AE46866","We Have All The Time In The World (Live)"
"4560","Bessie Smith","SOBWBGS12AB01868B0","Cold In Hands Blues"
"4561","MC5","SOPMKMD12A67020BD9","Miss X (LP Version)"
"4562","The Impressions","SORNHUW12A6D4F9006","This Is My Country"
"4563","Los Chunguitos","SOFRDJX12A8C130B2F","Por La Calle Abajo"
"4564","Shirley Caesar","SONFNKK12A8C13BDE6","Angels We Have Heard On High (Album Version)"
"4565","Les Malpolis","SOJWNDG12AB018235E","Les Amours de Nathalie"
"4566","Tammy Wynette","SODAAKS12AB018D37F","Welcome To My World (Live)"
"4567","Tommy Torres","SORDTXF12AB017C25D","Imparable"
"4568","Washboard Sam","SOZMCOM12A8C13F945","Bucket's Got A Hole In It"
"4569","Martin Denny","SOPJBVD12AB018AACC","Burma Train Change"
"4570","Dine et Déon","SOIQTTM12AC3DFB614","Géraldine"
"4571","K-OS","SOUFKMA12AF72A3117","Clap Ur Handz"
"4572","Santana","SOEKETC12CF5F89191","With A Little Help From My Friends"
"4573","Shaman","SOWSUAM12A6D4FDA56","For Tomorrow (live)"
"4574","Ray Sandoval","SONBYZV12A81C1FEBA","A La Naturaleza"
"4575","DJ Nasty","SOBWVKW12AB018E9C9","Buy You A Drink"
"4576","Amalia Avgoustaki","SOVLNMD12A8C14046C","Dimitroula"
"4577","Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N","SOIJPPR12A6D4F3945","Requiem Mass_ K. 626_ 1791: Agnus Dei (Larghetto) (Mozart)"
"4578","Sticky Fingaz & Omar Epps","SOMUYIL12AB0184EE2","Don't Owe Me Nothin'"
"4579","Gloria De Haven","SOZECOE12AB017E615","Diamonds Are A Girl's Best Friend"
"4580","Elva Hsiao","SOXNSGB12A8C1396F1","Gotta Let It Go"
"4581","Delbert McClinton","SOIMSZI12AB0182252","Lose Your Money"
"4582","Avril","SOMSKPE12A6D4FA09D","The Matter With You (Part I_ Ii_ Iii)"
"4583","Chris Farlowe","SOGXWRE12AC468BE24","Paint It Black"
"4584","Barbara Lusch","SOSRMIF12A81C237B0","Now_ Baby_ or Never"
"4585","Ini Kamoze","SODGZCH12AB0183AE6","Goodness & Mercy"
"4586","Mance Lipscomb","SOGMHRG12A6D4FE8CD","Motherless Children (Remastered Version) (Take 2)"
"4587","Raphaël","SOVKDPG12A8C144EE8","Le Petit Train (Mixé Par Mark Plati)"
"4588","Randy Travis","SOJENAR12A67021592","On The Other Hand (Remastered Album Version)"
"4589","Sugar Minott","SOCXRVU12A6D4F87A2","Walking Dub"
"4590","Martha Wainwright","SOIWWJW12AB017C41E","Comin' Tonight"
"4591","Stevie Ray Vaughan And Double Trouble","SOYKSBN12AB017EF6B","Chitlins Con Carne"
"4592","Unearth","SOIXLJG12AB018508A","Fuel the Fire"
"4593","Tom Barabas","SOAKCYS12AB01852C7","Sedona Suite (Sunrise/Prayer/Joy/Sunset)"
"4594","Ray Charles","SOELRRQ12AB0188C34","Let's Go"
"4595","Geggy Tah","SODGSCA12A8C13F157","Gina"
"4596","Loretta Lynn","SOWESWN12AB01899E1","I Can't Feel You Anymore"
"4597","Joe Rogan","SOGTROT12A67020FF3","Not Homophobic/The Word Is ""Cock"" (Spoken Word) (Album Version)"
"4598","Los Fabulosos Cadillacs","SODZMUH12AB01838CD","El Mensaje Soy Yo"
"4599","Mista","SORJCKM12A8C1410BC","I'll Sweat You (LP Version)"
"4600","Jim Bryson","SOJUNOI12A8C137A33","Somewhere Else"
"4601","Alain Morisod","SORZRPC12A8C13A1B1","Besame Mucho"
"4602","Irreversíveis","SOXMPXX12AB01891E3","Os Dois Irreversíveis"
"4603","Curtis Mayfield","SOXGJST12A8C1406F6","This Year (ReMastered)"
"4604","Marcie Blane","SOQMMMQ12AB0181202","Ragtime Sound"
"4605","Laurindo Almeida","SONNOZT12A6D4FC2EE","Pega Joso"
"4606","The Color Red","SOAQHHC12A8C139869","Cleansing"
"4607","Tom Cochrane","SOFCZKJ12A6D4F5BF0","What's In You?"
"4608","Mandi","SOESZEO12AB017F908","Pieni Maailma"
"4609","Roy Drusky","SOSBROL12AB0183CD0","Country Rose"
"4610","Information Society","SOYXZAY12A8C1406D1","More to This"
"4611","Gold City","SOZCYVH12A8C13EB54","It Came Upon The Midnight Clear"
"4612","U2","SOSGXII12A67020363","Vertigo"
"4613","PMD","SOOHVCV12AB0181E5D","The Awakening (Clean)"
"4614","Foo Fighters","SOBKIMB12A8C136DE9","X-Static"
"4615","Shanadoo","SOQVCQK12A6D4FD32F","King Kong"
"4616","Snow Patrol","SODZIBG12A8C13F4F3","Chasing Cars"
"4617","Kaija Koo","SOLOJYI12A8C13C49E","Savu hälvenee"
"4618","Tyrone Taylor","SOKAMAI12AB01852F5","Members Only"
"4619","Günter Noris","SOTSXZM12A8AE47061","Tigerauge Rock"
"4620","Erik Berglund","SOZYFSB12A8C1393CF","All I Ask Of You"
"4621","Randy Travis","SOZUUEA12A6701D4D2","Wind In The Wire (Album Version)"
"4622","IYOV","SOJZHAZ12AB01866C5","Hipster Haircut"
"4623","Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson","SOQEBML12A8C136AA4","Werther (1997 Digital Remaster)_ PREMIER ACTE/ACT ONE/ERSTES AKT: Mon âme a reconnu votre âme(Werther/Charlotte)"
"4624","OutKast","SOZCATU12A58A7BD8D","Happy Valentine's Day"
"4625","Joe Lynn Turner","SOBBDPK12AC3DF6CB3","Second Hand Life"
"4626","Righteous Brothers","SOYVTIL12A6D4F6BD4","See That Girl"
"4627","Five Fingers of Funk","SOHODRU12A81C230CE","Genuine"
"4628","Laron aka Swan featuring Alexander East","SOIAYAJ12AB0189B8B","Up All Night - Remix"
"4629","Andy Griffith","SOQEUVL12A8C133AC2","Just A Closer Walk With Thee"
"4630","Warrant","SOTHGTJ12A8C13399D","Cherry Pie"
"4631","Céline Dion","SOYYANE12A8C132D08","Un Garcon Pas Comme Les Autres (Ziggy)"
"4632","Otis Taylor","SOVNVPF12A8C13AD4A","Round and Round"
"4633","Michael Whalen","SOAULBO12A58A7A2F8","A New Heart"
"4634","The Clancy Brothers","SOZFWDC12A8C13317B","Water Is Alright In Tay"
"4635","Jean-Jacques Goldman","SOQTFNY12A8AE47D3F","Là-Bas"
"4636","Jimi Hendrix","SOIDJZY12A6701DEF7","Voodoo Chile Blues"
"4637","Sonora Santanera","SOHBEDZ12A8C14021D","Estoy Pensando En Tí"
"4638","Tommy Castro","SOLHQLA12A58A7653B","Sho' Enough"
"4639","Stiff Meat","SOAABSU12A81C1FB9E","Lonely"
"4640","Dr. Elmo","SOSMRWG12A58A7EA03","Grandma's Spending Christmas with the Superstars"
"4641","Asterisk*","SOJPZOO12AC90718EE","Iron-head: Palestine"
"4642","Etienne de Crécy ","SOJADBN12A6D4FD5F2","Déstockage massif (with Alex Gopher)"
"4643","Silent Stream Of Godless Elegy","SOQJQUF12AB0184B38","Theme III"
"4644","Kent","SOULMYP12A8C143D8B","Ingenting"
"4645","Panzer AG","SOPHKMV12A6D4F92BC","WHEN I AM YOU"
"4646","T-la Rock","SOGKMGI12AB018B11C","Back To Burn"
"4647","Les Ogres De Barback","SOCWHIU12AB01872DA","L'education du corps des porcs"
"4648","Thomas Dolby","SOPTTOX12A6310E279","One Of Our Submarines"
"4649","Slim Whitman","SOPFOHF12A6D4F6538","As You Take A  Walk Through My Mind"
"4650","Justin","SOLRHDX12A8AE47065","WA-KA-BAM!! (INTRO)"
"4651","The Fray","SOIEAJT12A8AE458EC","Vienna"
"4652","The In Crowd / Jah Stitch","SOSDCBC12A58A77A79","Baby My Love"
"4653","Crazy Horse","SOZRSKM12AB01881E6","E se tu lontana sei"
"4654","Groucho Marx","SOPHMCZ12A81C21C54","Selling Jolson A Baseball Team"
"4655","Dream Warriors","SOLPJQA12A6D4F87A0","Sound Clash"
"4656","Skeeter Davis","SOZBWGI12AB017D445","Foggy Mountain Top"
"4657","Tito Puente","SOMTCUG12AB018D478","Mambo Suavecito"
"4658","Brian Free & Assurance","SOEIRMZ12AB01864F8","Emmaus"
"4659","Memphis La Blusera","SOXJPDJ12AC4689AE4","Hoy Es Hoy"
"4660","Skeeter Davis","SOJVTQT12A8C13B86D","He Says The Same Things To Me"
"4661","Bob Marley","SOLOYFG12A8C133391","Memphis"
"4662","Alceu Valença","SODTDTD12A6D4F7D7B","Sete Desejos"
"4663","Point Of Grace","SOTESSB12AB017F56D","Amazing (LP Version)"
"4664","Jack Johnson","SOGCDYR12AC961854A","You And Your Heart"
"4665","La Portuaria","SOMUULD12A6D4FBB30","Hasta El Final"
"4666","Suicide","SOKLETG12A58A7D0BF","Do It Nice"
"4667","William Orbit","SOCQXMW12A58A7E63F","The Monkey King"
"4668","Hollywood Bowl Orchestra / John Mauceri","SONGJCH12A8C140C32","John Dunbar Theme [Dances with Wolves]"
"4669","Gus Cannon","SOVZXBP12A8C1366A1","Big Railroad Blues"
"4670","Rainer Bielfeldt","SOYDWJC12AB017D699","Gewisse Leute"
"4671","Max Melvin","SOBHGGX12A8AE45557","Someday"
"4672","Rodney O & Joe Cooley","SOOMWCA12AB01834ED","Murda'"
"4673","Lee Ritenour","SOMCQZY12A8C136BBF","Can You Feel It?"
"4674","Plagia","SONGLFT12AB0189B1E","Floripa"
"4675","Sylvester Weaver","SOOUQMH12A58A7C633","Guitar Rag"
"4676","Ray Charles","SOOSGYY12A8135690B","Losing Hand & Dialog #3 (w/reverb) (Rehearsal Session with Ahmet Ertegun_ 1953)"
"4677","Teena Marie","SOXFAJU12A8C131CEC","Light"
"4678","Mindless Self Indulgence","SOKUGPJ12A58A7FD8D","Never Wanted to Dance (Live In London)"
"4679","France D'Amour","SOQTUQJ12A8C144F36","Ma soeur"
"4680","Phil Collins","SOFMMKA12A58A7CBF5","Welcome"
"4681","Carl Crack","SOKOPOR12AB0184FED","Dogon"
"4682","Jedi Mind Tricks","SOUEEDA12AC3DF474F","Brute Force II"
"4683","Fiona","SOUWIHB12AB0182455","No More Lonely Nights"
"4684","Broadcast","SONJHTY12AB017FCE6","One Hour Empire"
"4685","Blue October","SOHOPAT12A8C1436AC","My Never"
"4686","Intars Busulis","SOROJYG12AB0182217","???????"
"4687","X","SOCKZDX12A58A7B950","Motel Room In My Bed (LP Version)"
"4688","Jimi Hendrix","SOJEZUU12AB018B8C5","Fire"
"4689","Paul Taylor","SODIWEO12AB018479E","Apogee (ft. TechTonic)"
"4690","Modern Lovers","SOUOWOU12AC3DF4CB6","She cracked"
"4691","Shelly Manne","SOFLBQJ12A8C1334BF","Get Me To The Church On Time"
"4692","Atreyu","SOIXEBH12A6D4FD17E","The Remembrance Ballad (Album Version)"
"4693","Los Auténticos Decadentes","SOFZBXX12AB0181731","Que Vas A Hacer Conmigo"
"4694","Washboard Sam","SOAFHVT12A8C141A9F","Washboard Swing"
"4695","Luiz Bonfa","SOCLDAW12A8C144BEC","Santeleco"
"4696","Amil","SORZHJO12A8C1338F3","Anyday"
"4697","Jerry Butler","SOIJTGT12AB017D995","Let It Be Me(with Betty Everrett)"
"4698","Jennifer Lopez","SOAYOFO12AF72A4B88","Play"
"4699","Kali","SOMYNRK12AB018A4CD","No. 284"
"4700","Eagles","SOBFTEV12A8C13B4A4","I Don't Want To Hear Any More"
"4701","Cherish The Ladies","SOSJENW12AB0185F30","The Shaskeen / Gan Ainm"
"4702","Nicole C. Mullen","SONSSFN12A58A7C412","Shooby (Live Version)"
"4703","Ino","SONUVBF12AB017CFDC","Silence tells you all"
"4704","Joy Division","SOMUBQM12A8C13ABC0","A Means To An End [Live at Birmingham University] [2007 Re-mastered]"
"4705","Neil Sedaka","SONQTZF12AB0181781","Superbird"
"4706","Eason Chan","SOCGBAY12AB017C78E","Been Sick Lung"
"4707","Edmundo Ros","SOBNCWM12AC4689D40","Congo"
"4708","Eden's Bridge","SOZIVOA12A6D4FA4BD","By My Spirit  ()"
"4709","Nancy Walker","SOFAECD12AC9097B7B","Boy! What Love Has to Me!"
"4710","Shamen","SOLGWJT12A8C14181B","Phorever People"
"4711","Jyve V","SORXBMW12A6310E268","Maria Morena"
"4712","Misfits","SOUJALE12A8C130DF5","Helena 2 (Album Version)"
"4713","Eko Fresh","SOMYIFM12AAF3B5E69","Hart(z) IV"
"4714","Taylor Swift","SOVCFPI12AAF3B2045","Should've Said No"
"4715","Wilks","SOIAOMF12A8C134A44","Still feel pain"
"4716","Jane Winther","SOPWDVC12AB0185A86","Om"
"4717","Rainbow","SOSKQWN12A58A7D155","Rainbow Eyes"
"4718","Janis Joplin","SOKUYDL12A8C13623E","Down On Me"
"4719","Enrique Iglesias","SOHHJYE12CF530E53A","Do You Know? (The Ping Pong Song)"
"4720","Hatebreed","SOPTOKV12AAF3B5233","Boxed In (Subzero)"
"4721","Falco","SOEZQXE12AF72ACC54","Junge Römer"
"4722","Drexel","SOWMWMK12A6BD4F3AC","Blood On The Snow"
"4723","Philip Glass","SOSIXKT12A8C13FC8C","The Kiss: Golden Coins"
"4724","The Marx Brothers","SOUYILL12A8C139933","Everyone says i love you"
"4725","Mons Leidvin Takle","SOPLCEU12AB018795B","Gud Har Ein Plan Med Ditt Liv"
"4726","Converge","SOKQFBG12AB0181409","Dark Horse"
"4727","Bug Mafia","SOOMISZ12A58A7CAF1","Poezie De Strada / Street Poetry"
"4728","Cross Country","SOKNKAU12A58A7A70B","Tastes So Good To Me"
"4729","Jack Miles","SORNNLK12A8C1351A6","Nuits Orientales"
"4730","Cool Connection","SORYEAW12AB0184D51","I'm Your Boogie Man"
"4731","Naughty By Nature","SOPGSBP12A6701F741","Guard Your Grill (LP Version)"
"4732","The Chap","SOBUUHE12A8C143DD8","What's Love Got to Do With It"
"4733","Janet Paschal","SOJYNKH12A8C13A0D6","Take This Trail Trip Beside Me (The Best Of Janet Paschal)"
"4734","Memphis La Blusera","SODIYIX12A6D4F514F","Amigo mío"
"4735","Vanessa Daou","SONUSEX12AB0180235","Joe Sent Me"
"4736","La Bergère","SOXQTLK12AB018A1D9","(Et puis) Elle allait"
"4737","Jason Mraz","SOYDYJV12A8C13B5CC","No Stopping Us [Eagles Ballroom Live Version]"
"4738","CoCo Lee","SOYIUJK12A8AE46346","Each Time I Think Of You"
"4739","All Girl Summer Fun Band","SOAIPGL12AB01837A3","Rewind"
"4740","Skeeter Davis","SOVJSUC12A8C13B2DF","My Last Date (With You)"
"4741","Silverstein","SOXURBQ12A6D4FBB27","BLEEDS NO MORE (Live Version)"
"4742","Madonna","SOVDYER12A6D4F7E1B","Jump [Jacques Lu Cont Edit]"
"4743","BT","SOAUXQN12AB018D2F6","Mercury & Solace"
"4744","Sugar Minott","SOCRVUE12A8C13F949","More Than I Can Take"
"4745","The Elders","SOJEYRE12A6D4F7610","Buzz's Jig"
"4746","The Bug Featuring Ricky Ranking","SOMOSOM12A8C13D618","Judgement"
"4747","Freddie Roulette","SOKQAEZ12A8C133D8F","Everybody Wants To Go To Heaven"
"4748","Kelly Clarkson","SOXIZCU12A8C1440A1","Never Again"
"4749","3 Way Funk","SOBSNOJ12A58A79522","Real Playaz"
"4750","Redman","SOPOJVI12A58A7E706","Jam 4 U"
"4751","Skeeter Davis","SOJMOQU12AC468B167","Ladder Of Success"
"4752","JennyAnyKind","SOYRIEN12AB0184D7B","In A Village Square"
"4753","Noel Harrison","SOGLEIQ12A6D4F856D","The Last Thing On My Mind (Previously Unissued)"
"4754","Atreyu","SOBSBCL12A8C136909","Ex's And Oh's (Instrumental Version)"
"4755","Usher","SOBJJEX12A8C13ACDC","I Need Love"
"4756","The Real Kids","SOUYDOZ12A8C131C66","Happens All The Time"
"4757","Uphill Battle","SOQGLPH12A8C141089","Memory"
"4758","Rance Allen Group","SOYJFWA12A58A76CC3","The Painter"
"4759","Foo Fighters","SOYYIZT12A8C1408CA","Next Year"
"4760","Loretta Lynn","SOVQGSX12AB0188818","Away in a Manger"
"4761","Moraes Moreira","SOPHWSQ12A8C133AE4","Boca Do Balao / Preta Pretinha / Juazeiro"
"4762","Dave Weckl","SOIYRUA12A8C13F1CE","Just An Illusion"
"4763","Pinch","SOMYDMS12AB017C4B8","Joyride"
"4764","Ed Ames","SOTMRFA12AB0181590","Our Love Is A Living Thing"
"4765","Grant Geissman","SOAKUXB12AB018230A","Chaco (Album Version)"
"4766","DeGarmo & Key","SOCTARC12A8C134D12","Don't Stop The Music (Streetlight Album Version)"
"4767","Jacky Cheung","SOTKSYF12A6D4F6AB4","Zai Ai Shang Ni"
"4768","Frank Chacksfield","SOUOVZX12AB018A15C","Beginner's Luck"
"4769","The Doors","SORFRSB12A8C13DB7F","Rock Me (Live In Boston_ 1970) (1st Show)"
"4770","Photek","SOMQUCX12A6D4F89B6","Terminus"
"4771","Dyango","SOFGSDC12A8C140592","De Mi Enamorate"
"4772","Venice","SOSEQWD12A81C21F43","All My Life (LP Version)"
"4773","KRS-One","SOTQKLJ12AF72A9260","The Devils Crown"
"4774","Séamus Egan","SOLZGRF12AB018824F","Poultry in the Parlour / Rolling the Ryegrass"
"4775","The Last Days Of Jesus","SOMTUMT12A67ADAE76","Life In Line"
"4776","Agnostic Front","SOBAAER12A8C13A83C","Rock Star"
"4777","Cotton Candy","SOATRAN12AC3DF9F6B","The Windsor Tap Recap"
"4778","A Tundra","SOLSWGZ12AB0183E38","The Doug McComb Over"
"4779","Naseebo Lal","SOEFIPZ12AB01836DE","Dang Pyar Da "
"4780","The Irish Rovers","SOSLDZO12AB0186A26","Green Grows the Laurel"
"4781","Workhorse","SOBYVWD12AB0185ACD","Serus"
"4782","Knack","SOFVXXK12A8C135404","Everything I Do"
"4783","Deep Puddle Dynamics","SOAWAPM12A6D4FB56A","June 26th_ 1999 - Slight"
"4784","Juana Molina","SOXHJSF12A8151C96E","Micael"
"4785","Zebra","SOGMOAM12AB0189876","Take Your Fingers From My Hair  (LP Version)"
"4786","Al Duvall","SOJRKRL12AB018C221","Dark Inside"
"4787","Jeff And Sheri Easter","SOFNMLB12AB0183FF8","Praise His Name (Low Key-Studio Track w/o Background Vocals)"
"4788","Tyrone Taylor","SOOJGLP12A58A78410","Midnight Hour"
"4789","JennyAnyKind","SOZFJWK12AB01852DC","Didn't You Notice"
"4790","Poncho Sanchez","SOGOISU12AAF3B27B1","Co Co My My"
"4791","Dead Kennedys","SOOBOKE12A8C136227","The Man with the Dogs"
"4792","Hank Penny & Sue Thompson","SOFKRIR12AB017CFE4","Walkin' In The Snow"
"4793","Britt Nicole","SODPMFZ12A8C135E5A","Good Day"
"4794","Winds Of Plague","SOXPMCW12AB017D2D6","Soldiers Of Doomsday "
"4795","Johnny Osbourne","SOOMSZH12AB0189A6F","Folly Ranking"
"4796","Beastie Boys","SOJHMFW12B0B80B79B","Shadrach"
"4797","Percy Faith And His Orchestra","SOEHUNR12AB017C920","The Song From Moulin Rouge"
"4798","John Berry","SOJXOVT12AB018581C","Let's Fall In Love This Christmas"
"4799","Spok Frevo Orquestra","SOFVVWJ12AB0183B6A","Passo De Anjo"
"4800","Boney James And Rick Braun","SOSZHRE12AB018BB5F","Shake It Up (Album Version)"
"4801","Academy/Marriner","SOEVIQU12A8C134A62","Andante Cantabile (String Quartet No 1 In D Major"
"4802","Teena Marie","SOTBQVH12A58A7B6C7","Help Youngblood Get To the Freaky Party"
"4803","Liquid Stranger","SOOYRFK12A6D4FB5CA","We Meet at Last"
"4804","Marc Shaiman","SOIUEQG12A8C134F30","We're New Yorkers Now!"
"4805","Daouda","SOLBDUG12AB0183A49","Mon coeur balance"
"4806","Ace Da Vinci","SOLBPPU12AB0187DD7","D Solo"
"4807","Bob Newhart","SOQTJWB12A670218FD","Herb Philbrick - Counter Spy ( LP Version )"
"4808","Andrae Crouch","SOONKTB12AC3DFA982","Ive Got Confidence"
"4809","Tracy Byrd","SOTQGSB12AB01894AE","Take Me Fishin'"
"4810","Gran Coquivacoa","SOMOMNY12A8C14549F","Frente A Tu Altar"
"4811","Café Quijano","SOTSIIH12A8C13A516","Poesía De Amor"
"4812","Brian Free & Assurance","SODKRYJ12AC468A00F","The Coming Of The King"
"4813","Grayson Capps","SOSJYAJ12A6D4FCA04","Give It To Me"
"4814","Nirvana","SOKKHGP12A8C13768C","Nevermind_ It's An Interview"
"4815","Carl Smith","SOUCLTK12A8C141490","If You Don't Somebody Else Will"
"4816","Sex Pistols","SOBSEGK12A58A7BEBF","Seventeen"
"4817","Patrick Bruel","SOPFUJH12A8C1460C9","L'Appart"
"4818","The Misfits","SOBMPPH12A6D4F87E1","She (1997 Digital Remaster)"
"4819","Los Rumberos Catalanes","SOXPCVS12A8AE4892F","Yo Te Camelo"
"4820","Lou Reed","SOKHSHK12AB017BBDC","Intro"
"4821","Bessie Smith","SOBHLPN12AB01822EB","Gin House Blues"
"4822","Alain-François","SOEYQZU12AB018DDB3","En silence"
"4823","Daniel Chan","SOGQNAM12A6D4F895E","Duo Liu Yi Hui"
"4824","Jerry Lewis","SOGKLVR12A6BD550C7","Borgia Liquor"
"4825","Death SS","SODLJKB12AB01871D6","The Healer"
"4826","Goatwhore","SOAEAQO12AB0184ACE","Gravedom"
"4827","Kruger","SOQMRDA12AB018A86C","Peyte Pivo Pennoe (present for A. Trofimov)"
"4828","Snow Patrol","SOOPVJI12AB0183957","Just Say Yes"
"4829","Hey Colossus","SOBYWCK12A58A7C5C0","The Book of Disquiet"
"4830","Skeeter Davis","SOVKZIU12AB0180A2D","Am I That Easy To Forget"
"4831","The London Pops Orchestra","SOQDQTD12A8C145BE5","Moon River"
"4832","Inspiral Carpets","SOBHMQL12A67ADE30A","Commercial Reign"
"4833","Thrice","SOQGLWB12AF72A632B","The Earth Will Shake"
"4834","Andres Calamaro","SOOQCSS12AB0182A99","Un vestido y un amor (en vivo)"
"4835","The Real Kids","SORGLXE12A8C1355FF","Some Love Like Yours"
"4836","Eric Burdon","SOKUJAQ12A8AE46C1B","Ghetto Child"
"4837","DJ Godfather","SONJBUC12A6D4F92A2","Intro"
"4838","Fehlfarben","SOJXNPU12A8C13170B","Magnificent Obsession"
"4839","SANSHIRO","SOOCPZM12A8C1379F0","Morgane regarde le ciel"
"4840","Gene Simmons","SOPHADT12A8C14245D","Bad Boy Willie"
"4841","Sierra Maestra","SOTRCOC12A6D4F868C","No Me Llores Más"
"4842","Circle Jerks","SOMWYRR12A8C143501","Paid Vacation"
"4843","Albert Préjean","SOMBYVD12AB01884BE","Dede De Montmartre"
"4844","James Newton Howard","SOGPNMB12A8C141375","Photographs"
"4845","Freddie McGregor","SOFKBNW12A8C13E536","Cover For Me"
"4846","Amber Nicholson","SOJEUHQ12A6D4FC92D","Tonight It's Just Me"
"4847","Erick Sermon","SODSJMD12A58A79533","Freak Out"
"4848","Lonestar","SOWRMRV12A8C13E406","Amie"
"4849","Kofi","SOLQIRG12A8AE47400","Don't Let Go"
"4850","Arctic Monkeys","SOQLNEY12B0B8062FA","Dancing Shoes"
"4851","Tex Williams","SOEPOUR12A58A7839C","Just A Pair Of Blue Eyes"
"4852","David Arkenstone","SODVRDV12A8C14005C","Over The Rainbow"
"4853","Long Beach Dub Allstars","SOCXKCF12AF729F898","Kablammin' It"
"4854","Agnostic Front","SOSXOTX12A8C13790F","United Blood (Album Version)"
"4855","New York Dolls","SOBXDBA12AB0187E5C","Don't Mess With Cupid (1972 demo)"
"4856","Pierre Perret","SOGAKLF12A67AD9390","Le poulet"
"4857","Soilent Green","SOTZGHE12A58A75DC4","Daydreaming the Color of Blood"
"4858","Mark Lowry","SOKKIXX12AB01864E7","All Mama Ever Wanted  (Album)"
"4859","Bézu","SOBDPQZ12AB0188E92","Le rire du sergent"
"4860","Pursuit Of Happiness","SOROADL12A58A7C995","No Safe Place"
"4861","Ben Sidran","SONIMPI12AB0186C14","See You On The Other Side"
"4862","Shirley Caesar","SOAEWDR12A8C13D286","It's In The Book (Album Version)"
"4863","Mathey","SOFEXUF12AB01877C6","Ballo"
"4864","Pursuit Of Happiness","SOJFDCP12AB0181DDD","Killed By Love"
"4865","Elli Kokkinou","SOUWDRW12A6BD4F950","Sex (French Version)"
"4866","Johnny Pearson","SOZONJS12A58A7920D","Boss-Eyed Whelk"
"4867","Sex Pistols","SOESQNH12A58A79AC3","Pretty Vacant"
"4868","Pumpkin Buzzard","SOYWSDZ12AB01812FE","Death Adventure"
"4869","Louisa Mark","SOOQIWV12AB018B96D","Keep It Like It Is"
"4870","Moving Ninja","SOXXSLE12AB0184F1B","Lost Tribe"
"4871","León Gieco","SOFPTCN12A8C13BD3C","Ruta Del Coya"
"4872","Tania Maria","SOAFJWE12AB01837B3","Come With Me"
"4873","Cookie Crew","SOUHLWG12AB0184414","Got To Keep On (12"" Version)"
"4874","Placebo","SOTXYXO12AB018B008","The Never-Ending Why"
"4875","Brainchoke","SOVEHDZ12AB017E78F","1st World Hypocrisy"
